TransID,AccountID,Date,Transaction_Type,Amount,Channel,Merchant
T000418,ACC00269,2025-05-06,Withdrawal,8803,POS,LocalStore
T000419,ACC00698,2025-01-29,Payment,5449,POS,Netflix
T000420,ACC00131,2025-05-12,Transfer,8913,Online,Uber
T000421,ACC00789,2023-09-04,Deposit,1213,Branch,Target
T000422,ACC00351,2025-05-22,Withdrawal,7010,Online,Uber
T000423,ACC00180,2025-06-21,Deposit,9593,ATM,Shell
T000424,ACC00480,2025-07-16,Deposit,6649,POS,Airbnb
T000425,ACC00163,2024-10-14,Withdrawal,7699,POS,Amazon
T000426,ACC00783,2023-11-24,Transfer,7523,Branch,Airbnb
T000427,ACC00096,2025-07-27,Transfer,6636,POS,Shell
T000428,ACC00774,2023-09-28,Withdrawal,7396,Branch,Uber
T000429,ACC00510,2023-12-07,Withdrawal,3141,Online,Walmart
T000430,ACC00365,2025-05-24,Payment,7144,ATM,Target
T000431,ACC00353,2025-08-10,Payment,3740,Branch,LocalStore
T000432,ACC00800,2025-04-15,Deposit,2676,Online,Apple
T000433,ACC00436,2024-10-09,Withdrawal,559,ATM,Target
T000434,ACC00083,2023-09-08,Transfer,4751,POS,Airbnb
T000435,ACC00225,2024-01-16,Deposit,1254,ATM,Target
T000436,ACC00412,2024-04-25,Deposit,4022,ATM,Hospital
T000437,ACC00735,2025-04-18,Deposit,9047,ATM,Uber
T000438,ACC00118,2025-02-02,Deposit,6206,POS,Shell
T000439,ACC00482,2025-02-23,Transfer,4555,Branch,Target
T000440,ACC00192,2024-05-19,Deposit,6215,Branch,Target
T000441,ACC00591,2024-03-22,Withdrawal,7200,ATM,Shell
T000442,ACC00590,2023-12-25,Payment,8245,Online,Hospital
T000443,ACC00659,2024-09-28,Transfer,668,Online,Hospital
T000444,ACC00107,2023-12-11,Withdrawal,7005,ATM,Apple
T000445,ACC00382,2024-07-08,Withdrawal,5786,ATM,Apple
T000446,ACC00783,2024-01-01,Withdrawal,5303,Online,Hospital
T000447,ACC00390,2023-10-04,Payment,1701,ATM,Walmart
T000448,ACC00244,2024-12-05,Payment,9567,ATM,Apple
T000449,ACC00585,2025-02-09,Payment,7745,Branch,Hospital
T000450,ACC00468,2025-07-20,Withdrawal,3140,Branch,Hospital
T000451,ACC00538,2024-05-29,Payment,7054,ATM,Target
T000452,ACC00210,2024-03-07,Deposit,4543,ATM,Apple
T000453,ACC00604,2024-09-17,Payment,5557,POS,Uber
T000454,ACC00637,2023-09-07,Transfer,977,Branch,Shell
T000455,ACC00073,2024-08-08,Withdrawal,1414,ATM,Shell
T000456,ACC00635,2023-08-24,Withdrawal,8687,POS,Netflix
T000457,ACC00309,2023-10-29,Deposit,9957,POS,Target
T000458,ACC00696,2023-11-19,Payment,3640,POS,Netflix
T000459,ACC00699,2025-08-22,Payment,2978,POS,Netflix
T000460,ACC00710,2025-03-15,Transfer,7279,Branch,Target
T000461,ACC00590,2024-11-05,Deposit,1589,POS,Uber
T000462,ACC00186,2024-12-22,Transfer,6002,Branch,Walmart
T000463,ACC00253,2025-02-05,Transfer,60,POS,Amazon
T000464,ACC00013,2024-10-21,Withdrawal,6462,POS,Walmart
T000465,ACC00299,2024-06-15,Withdrawal,5163,Online,Apple
T000466,ACC00076,2024-01-18,Payment,9861,Branch,Hospital
T000467,ACC00051,2024-10-02,Payment,6033,Online,Airbnb
T000468,ACC00787,2024-08-18,Transfer,4310,Online,LocalStore
T000469,ACC00149,2024-08-13,Payment,2797,POS,Target
T000470,ACC00731,2023-10-06,Transfer,2165,Branch,Walmart
T000471,ACC00122,2025-04-28,Payment,7029,ATM,Uber
T000472,ACC00211,2023-12-26,Payment,5370,POS,Walmart
T000473,ACC00280,2024-06-14,Withdrawal,4240,Branch,Apple
T000474,ACC00538,2024-12-08,Withdrawal,9816,Online,Hospital
T000475,ACC00685,2025-05-12,Withdrawal,7617,Branch,Netflix
T000476,ACC00156,2025-02-24,Withdrawal,8608,POS,Shell
T000477,ACC00238,2023-12-10,Deposit,4207,Branch,Airbnb
T000478,ACC00376,2023-11-08,Withdrawal,9586,Online,Walmart
T000479,ACC00082,2024-03-26,Deposit,5422,Branch,Uber
T000480,ACC00492,2025-05-20,Withdrawal,4509,Branch,Amazon
T000481,ACC00356,2024-02-12,Payment,4919,Online,Walmart
T000482,ACC00273,2024-10-10,Transfer,7179,POS,Uber
T000483,ACC00580,2024-09-17,Payment,9831,ATM,Netflix
T000484,ACC00044,2023-09-26,Payment,3272,Online,Uber
T000485,ACC00573,2024-04-17,Deposit,9228,Online,Uber
T000486,ACC00123,2024-01-22,Withdrawal,2999,POS,Hospital
T000487,ACC00349,2025-01-03,Transfer,7664,POS,Hospital
T000488,ACC00708,2025-03-20,Transfer,2234,Branch,Walmart
T000489,ACC00330,2025-02-10,Withdrawal,5386,Online,LocalStore
T000490,ACC00409,2023-11-11,Deposit,2930,Branch,Hospital
T000491,ACC00323,2024-08-17,Deposit,7711,Branch,Shell
T000492,ACC00111,2025-03-10,Deposit,6551,POS,Shell
T000493,ACC00770,2023-10-09,Transfer,5625,POS,Airbnb
T000494,ACC00089,2024-03-16,Deposit,4325,Branch,Target
T000495,ACC00433,2025-06-24,Deposit,6110,Online,Netflix
T000496,ACC00710,2025-04-19,Transfer,2793,Online,LocalStore
T000497,ACC00794,2024-08-18,Transfer,9615,Branch,Shell
T000498,ACC00712,2024-07-30,Payment,2818,ATM,Apple
T000499,ACC00099,2025-03-02,Transfer,3341,ATM,Shell
T000500,ACC00539,2023-12-27,Withdrawal,2188,POS,Uber
T000501,ACC00601,2025-08-14,Transfer,807,Online,Netflix
T000502,ACC00146,2025-05-21,Transfer,2856,Branch,Airbnb
T000503,ACC00694,2024-08-29,Deposit,939,Branch,Walmart
T000504,ACC00257,2025-01-30,Payment,4828,Online,Shell
T000505,ACC00189,2023-12-17,Deposit,3101,POS,Target
T000506,ACC00240,2024-01-12,Payment,2272,POS,Airbnb
T000507,ACC00503,2023-12-24,Deposit,9535,ATM,Shell
T000508,ACC00708,2024-04-28,Withdrawal,9476,Online,LocalStore
T000509,ACC00677,2024-04-21,Deposit,7559,Online,LocalStore
T000510,ACC00271,2024-05-24,Deposit,3490,Branch,Airbnb
T000511,ACC00520,2024-06-25,Withdrawal,3352,Online,Walmart
T000512,ACC00550,2025-06-23,Withdrawal,6063,ATM,Apple
T000513,ACC00114,2024-08-09,Transfer,7584,Online,Apple
T000514,ACC00339,2024-08-23,Deposit,7869,Branch,Shell
T000515,ACC00568,2023-12-30,Withdrawal,9419,ATM,Shell
T000516,ACC00359,2025-06-22,Withdrawal,9666,Branch,Airbnb
T000517,ACC00650,2024-02-07,Transfer,4184,Online,Amazon
T000518,ACC00614,2025-01-04,Payment,7157,POS,Uber
T000519,ACC00334,2024-08-03,Withdrawal,4780,Online,Uber
T000520,ACC00689,2023-11-26,Withdrawal,5843,Online,Target
T000521,ACC00169,2024-01-10,Deposit,8215,Branch,Shell
T000522,ACC00339,2024-05-11,Transfer,7012,POS,Target
T000523,ACC00798,2024-01-24,Deposit,2303,Online,Airbnb
T000524,ACC00261,2024-01-11,Payment,2055,ATM,Walmart
T000525,ACC00735,2023-08-24,Transfer,1047,ATM,Netflix
T000526,ACC00199,2025-04-03,Deposit,6252,Branch,Netflix
T000527,ACC00211,2024-03-04,Withdrawal,9661,Branch,Shell
T000528,ACC00287,2025-07-22,Withdrawal,8458,POS,Shell
T000529,ACC00692,2025-07-09,Transfer,6172,Branch,Amazon
T000530,ACC00762,2023-09-15,Withdrawal,4083,POS,Airbnb
T000531,ACC00743,2024-12-12,Deposit,1293,Online,Walmart
T000532,ACC00472,2025-01-21,Transfer,6742,ATM,Hospital
T000533,ACC00482,2024-12-09,Withdrawal,5955,ATM,Airbnb
T000534,ACC00023,2023-10-20,Withdrawal,3497,ATM,Hospital
T000535,ACC00560,2025-01-18,Payment,2194,Branch,LocalStore
T000536,ACC00109,2025-02-07,Payment,8560,Branch,Uber
T000537,ACC00296,2024-12-16,Transfer,3197,Online,Shell
T000538,ACC00006,2025-01-30,Payment,9427,Branch,Amazon
T000539,ACC00550,2025-04-25,Deposit,5505,POS,Shell
T000540,ACC00681,2024-12-31,Withdrawal,2307,ATM,Netflix
T000541,ACC00795,2025-04-05,Withdrawal,7107,Online,Shell
T000542,ACC00203,2023-10-31,Withdrawal,8479,POS,Netflix
T000543,ACC00325,2024-01-01,Transfer,3554,POS,Target
T000544,ACC00785,2025-01-07,Transfer,6841,Branch,Shell
T000545,ACC00244,2025-03-06,Payment,401,Branch,Airbnb
T000546,ACC00327,2024-06-10,Withdrawal,978,ATM,Hospital
T000547,ACC00047,2025-04-14,Withdrawal,5161,Online,Airbnb
T000548,ACC00761,2023-11-09,Withdrawal,4374,POS,Apple
T000549,ACC00591,2024-12-27,Withdrawal,3317,Branch,Netflix
T000550,ACC00622,2025-06-12,Withdrawal,6135,Branch,LocalStore
T000551,ACC00013,2024-10-16,Deposit,4380,Online,Apple
T000552,ACC00380,2024-07-27,Withdrawal,4848,Online,Target
T000553,ACC00365,2024-11-15,Deposit,8287,Branch,Airbnb
T000554,ACC00602,2025-06-18,Withdrawal,3144,Branch,LocalStore
T000555,ACC00342,2023-10-31,Transfer,1064,ATM,Hospital
T000556,ACC00792,2023-11-29,Transfer,3739,Online,Walmart
T000557,ACC00221,2024-11-11,Deposit,2679,POS,Amazon
T000558,ACC00073,2025-05-23,Withdrawal,285,Branch,Shell
T000559,ACC00746,2023-11-09,Transfer,5727,Branch,Shell
T000560,ACC00772,2024-06-18,Transfer,9307,Branch,Walmart
T000561,ACC00625,2024-09-04,Withdrawal,8032,Branch,Shell
T000562,ACC00046,2025-02-18,Withdrawal,8010,ATM,Airbnb
T000563,ACC00504,2024-10-13,Transfer,138,Online,Walmart
T000564,ACC00274,2024-04-02,Withdrawal,7087,Branch,Apple
T000565,ACC00555,2025-07-15,Payment,4336,Online,Apple
T000566,ACC00208,2023-10-28,Withdrawal,3578,POS,Target
T000567,ACC00615,2023-12-23,Transfer,7632,POS,Amazon
T000568,ACC00124,2024-08-17,Transfer,8090,POS,Uber
T000569,ACC00010,2025-06-20,Deposit,2412,POS,Walmart
T000570,ACC00329,2023-10-01,Payment,1657,Online,Uber
T000571,ACC00187,2024-06-14,Transfer,3566,POS,Shell
T000572,ACC00543,2025-05-03,Payment,2203,POS,Walmart
T000573,ACC00668,2024-10-05,Withdrawal,3114,Branch,Amazon
T000574,ACC00060,2025-05-24,Transfer,4365,Branch,Target
T000575,ACC00761,2023-12-17,Deposit,2144,Branch,Hospital
T000576,ACC00782,2024-08-04,Transfer,9044,ATM,Apple
T000577,ACC00442,2024-09-15,Deposit,3913,Branch,Netflix
T000578,ACC00217,2024-12-11,Payment,3623,POS,Netflix
T000579,ACC00002,2024-09-19,Deposit,8593,Online,Apple
T000580,ACC00536,2025-04-14,Withdrawal,2289,POS,Shell
T000581,ACC00718,2024-04-27,Withdrawal,9102,Online,Target
T000582,ACC00711,2025-02-03,Withdrawal,1162,POS,Target
T000583,ACC00356,2023-12-16,Transfer,1304,ATM,Hospital
T000584,ACC00626,2024-02-21,Withdrawal,8667,Branch,Shell
T000585,ACC00792,2024-06-20,Withdrawal,5299,POS,Apple
T000586,ACC00667,2024-08-11,Transfer,3255,Branch,Hospital
T000587,ACC00165,2024-12-08,Payment,6078,ATM,Airbnb
T000588,ACC00734,2023-08-30,Withdrawal,6726,ATM,Uber
T000589,ACC00091,2024-03-04,Withdrawal,6664,Branch,Netflix
T000590,ACC00167,2024-12-21,Transfer,8689,Branch,LocalStore
T000591,ACC00207,2025-08-08,Payment,2948,Online,Netflix
T000592,ACC00282,2024-11-25,Payment,2636,Branch,Shell
T000593,ACC00065,2024-08-21,Payment,959,Branch,Amazon
T000594,ACC00516,2024-03-07,Transfer,9251,Online,Netflix
T000595,ACC00157,2024-05-28,Deposit,4085,POS,Walmart
T000596,ACC00761,2025-06-04,Deposit,9592,Online,Target
T000597,ACC00769,2025-07-23,Withdrawal,9285,POS,Netflix
T000598,ACC00747,2025-06-11,Withdrawal,1668,POS,Walmart
T000599,ACC00306,2025-07-30,Withdrawal,6942,POS,Uber
T000600,ACC00395,2023-11-08,Deposit,8063,Online,Netflix
T000601,ACC00074,2025-08-16,Transfer,6969,Online,Airbnb
T000602,ACC00187,2024-12-06,Withdrawal,1827,ATM,Netflix
T000603,ACC00574,2024-09-02,Transfer,8392,POS,Netflix
T000604,ACC00337,2024-02-17,Withdrawal,470,Online,Shell
T000605,ACC00676,2023-11-20,Transfer,7981,ATM,LocalStore
T000606,ACC00568,2025-07-10,Transfer,6025,POS,Airbnb
T000607,ACC00623,2023-11-25,Deposit,6386,Online,Netflix
T000608,ACC00730,2024-10-07,Transfer,2531,Online,Netflix
T000609,ACC00240,2023-12-17,Payment,3486,Online,Netflix
T000610,ACC00533,2024-09-07,Deposit,2715,Branch,Walmart
T000611,ACC00141,2025-01-17,Withdrawal,4376,ATM,Uber
T000612,ACC00265,2024-05-11,Deposit,9359,Online,Amazon
T000613,ACC00139,2024-04-22,Payment,37,Branch,Amazon
T000614,ACC00459,2024-07-03,Payment,4241,ATM,Amazon
T000615,ACC00070,2024-02-19,Transfer,6558,ATM,Apple
T000616,ACC00385,2025-05-21,Payment,3034,Branch,Amazon
T000617,ACC00630,2023-10-18,Payment,1274,ATM,Netflix
T000618,ACC00198,2024-09-07,Payment,9057,Branch,Walmart
T000619,ACC00205,2023-10-17,Payment,6597,POS,Netflix
T000620,ACC00726,2024-08-27,Withdrawal,6587,Online,Netflix
T000621,ACC00568,2025-05-19,Withdrawal,1261,Branch,Target
T000622,ACC00799,2025-07-03,Deposit,3880,ATM,Shell
T000623,ACC00687,2025-06-20,Transfer,1336,ATM,Uber
T000624,ACC00640,2023-11-17,Withdrawal,6187,POS,Apple
T000625,ACC00431,2024-06-30,Payment,9227,POS,Uber
T000626,ACC00325,2024-07-15,Transfer,371,POS,Amazon
T000627,ACC00442,2024-12-22,Withdrawal,1228,POS,Netflix
T000628,ACC00288,2024-08-25,Deposit,615,POS,Airbnb
T000629,ACC00226,2024-11-30,Payment,5969,Online,LocalStore
T000630,ACC00064,2023-09-08,Transfer,1680,Branch,LocalStore
T000631,ACC00560,2024-08-01,Withdrawal,4453,POS,Shell
T000632,ACC00714,2024-09-07,Transfer,1287,POS,Apple
T000633,ACC00498,2024-10-28,Withdrawal,408,Online,Walmart
T000634,ACC00060,2024-09-21,Deposit,2182,Branch,Shell
T000635,ACC00397,2024-01-24,Payment,2820,POS,Target
T000636,ACC00257,2025-06-26,Deposit,6284,Branch,Netflix
T000637,ACC00577,2023-12-02,Payment,5691,Branch,Hospital
T000638,ACC00239,2024-09-13,Payment,2949,Online,Apple
T000639,ACC00038,2024-08-27,Transfer,9023,Online,Netflix
T000640,ACC00025,2024-10-26,Withdrawal,954,POS,Airbnb
T000641,ACC00410,2024-10-12,Deposit,5975,ATM,Uber
T000642,ACC00461,2025-04-05,Deposit,6358,Online,Walmart
T000643,ACC00571,2024-10-11,Deposit,7780,Branch,LocalStore
T000644,ACC00417,2024-10-28,Transfer,7109,Branch,Apple
T000645,ACC00357,2025-01-07,Transfer,1206,POS,Apple
T000646,ACC00383,2024-02-17,Transfer,1222,POS,Uber
T000647,ACC00158,2024-03-01,Payment,833,POS,Airbnb
T000648,ACC00569,2025-08-19,Deposit,7094,Branch,Netflix
T000649,ACC00433,2025-01-24,Payment,545,Online,Walmart
T000650,ACC00048,2024-11-11,Deposit,3020,ATM,Uber
T000651,ACC00328,2024-08-22,Deposit,7547,Online,Uber
T000652,ACC00433,2024-01-13,Withdrawal,959,ATM,Uber
T000653,ACC00431,2024-11-07,Deposit,553,Online,Apple
T000654,ACC00056,2025-03-01,Transfer,3910,POS,Apple
T000655,ACC00577,2025-03-03,Transfer,4234,Branch,Apple
T000656,ACC00268,2025-01-25,Transfer,2876,ATM,Apple
T000657,ACC00069,2024-08-31,Withdrawal,2256,Online,Walmart
T000658,ACC00728,2024-01-27,Withdrawal,1846,Branch,Airbnb
T000659,ACC00601,2025-07-24,Payment,8278,ATM,Hospital
T000660,ACC00449,2024-02-09,Deposit,8570,ATM,Walmart
T000661,ACC00793,2024-04-12,Deposit,6986,Branch,Airbnb
T000662,ACC00257,2024-02-08,Transfer,358,POS,Netflix
T000663,ACC00672,2023-10-30,Transfer,4611,Branch,Target
T000664,ACC00490,2025-03-20,Transfer,4343,POS,Netflix
T000665,ACC00746,2023-09-13,Transfer,5409,Online,Airbnb
T000666,ACC00643,2024-10-30,Transfer,5706,Online,Uber
T000667,ACC00049,2023-09-01,Transfer,1465,Branch,Hospital
T000668,ACC00659,2024-02-10,Deposit,2195,POS,LocalStore
T000669,ACC00316,2023-09-13,Withdrawal,7446,Online,Shell
T000670,ACC00413,2024-09-29,Transfer,3821,POS,Apple
T000671,ACC00434,2024-11-05,Deposit,7319,POS,Amazon
T000672,ACC00002,2024-09-25,Transfer,8096,POS,LocalStore
T000673,ACC00145,2024-04-25,Payment,3692,Branch,LocalStore
T000674,ACC00366,2024-10-27,Payment,1856,POS,Netflix
T000675,ACC00420,2025-02-13,Deposit,1864,Branch,Apple
T000676,ACC00573,2024-02-19,Withdrawal,2995,Online,Target
T000677,ACC00785,2024-09-05,Payment,2904,Online,Airbnb
T000678,ACC00561,2024-12-05,Payment,7506,ATM,Apple
T000679,ACC00444,2025-05-31,Withdrawal,568,ATM,Amazon
T000680,ACC00434,2024-10-28,Payment,2906,Online,Amazon
T000681,ACC00643,2024-09-30,Transfer,1264,POS,Airbnb
T000682,ACC00555,2025-08-12,Withdrawal,1691,POS,LocalStore
T000683,ACC00057,2024-01-05,Payment,5281,Online,Apple
T000684,ACC00562,2023-11-26,Withdrawal,6293,Online,Amazon
T000685,ACC00178,2024-01-30,Transfer,8864,ATM,Airbnb
T000686,ACC00293,2025-08-12,Payment,3335,POS,Shell
T000687,ACC00046,2023-11-21,Deposit,1251,Online,Shell
T000688,ACC00170,2023-10-14,Payment,3153,ATM,Walmart
T000689,ACC00271,2024-12-08,Payment,3047,ATM,Apple
T000690,ACC00417,2024-01-13,Transfer,8363,POS,Hospital
T000691,ACC00139,2024-06-11,Deposit,1791,ATM,Airbnb
T000692,ACC00247,2024-10-10,Deposit,4685,ATM,LocalStore
T000693,ACC00148,2024-03-10,Deposit,1487,Branch,Target
T000694,ACC00230,2024-02-06,Transfer,7158,Online,Amazon
T000695,ACC00792,2024-03-15,Transfer,7561,POS,Uber
T000696,ACC00637,2025-06-13,Transfer,116,Online,Apple
T000697,ACC00704,2024-12-22,Transfer,2678,Branch,Amazon
T000698,ACC00374,2023-09-17,Transfer,4945,POS,Walmart
T000699,ACC00080,2024-08-31,Deposit,7280,Online,Airbnb
T000700,ACC00606,2024-06-16,Withdrawal,1174,ATM,LocalStore
T000701,ACC00738,2024-02-04,Transfer,1167,POS,Amazon
T000702,ACC00065,2025-03-23,Withdrawal,2256,Branch,Uber
T000703,ACC00088,2024-02-17,Payment,6663,ATM,Target
T000704,ACC00088,2023-12-04,Payment,8868,Branch,Airbnb
T000705,ACC00713,2025-07-02,Transfer,7659,ATM,Airbnb
T000706,ACC00726,2024-03-04,Payment,521,Online,Hospital
T000707,ACC00204,2023-11-13,Withdrawal,8451,Online,Walmart
T000708,ACC00382,2024-09-23,Payment,898,Online,Airbnb
T000709,ACC00601,2024-06-07,Payment,9225,Branch,LocalStore
T000710,ACC00476,2024-08-11,Withdrawal,7993,POS,Airbnb
T000711,ACC00573,2024-02-12,Payment,8801,Online,Hospital
T000712,ACC00783,2025-06-27,Transfer,3032,Branch,Walmart
T000713,ACC00606,2023-10-28,Withdrawal,2540,ATM,Apple
T000714,ACC00539,2025-03-08,Withdrawal,6325,Online,Netflix
T000715,ACC00214,2024-11-14,Deposit,2074,ATM,Apple
T000716,ACC00074,2024-02-13,Deposit,9960,Online,Shell
T000717,ACC00061,2024-05-13,Withdrawal,5423,ATM,Hospital
T000718,ACC00698,2024-01-11,Withdrawal,6547,Branch,Airbnb
T000719,ACC00543,2024-04-12,Deposit,3579,Online,Walmart
T000720,ACC00219,2024-11-14,Transfer,1252,Branch,Apple
T000721,ACC00012,2024-06-15,Payment,4339,Branch,Apple
T000722,ACC00415,2024-12-09,Payment,1935,ATM,Shell
T000723,ACC00032,2025-07-07,Payment,3405,Online,Apple
T000724,ACC00160,2023-08-31,Withdrawal,450,POS,Hospital
T000725,ACC00237,2025-02-20,Transfer,5241,POS,Apple
T000726,ACC00739,2024-02-29,Deposit,8191,Branch,LocalStore
T000727,ACC00181,2025-03-31,Transfer,2753,ATM,Shell
T000728,ACC00558,2024-03-18,Transfer,8049,ATM,Walmart
T000729,ACC00341,2024-12-10,Payment,8208,ATM,Walmart
T000730,ACC00458,2023-09-30,Deposit,1596,Online,Apple
T000731,ACC00080,2025-08-16,Transfer,835,Online,Hospital
T000732,ACC00647,2023-11-19,Deposit,3834,ATM,Hospital
T000733,ACC00772,2023-10-29,Withdrawal,1278,POS,Target
T000734,ACC00759,2024-01-05,Payment,7625,POS,Amazon
T000735,ACC00473,2023-10-25,Deposit,3446,Online,LocalStore
T000736,ACC00671,2024-12-01,Withdrawal,8099,ATM,Target
T000737,ACC00715,2024-08-24,Withdrawal,1320,POS,Amazon
T000738,ACC00112,2025-04-21,Withdrawal,9829,POS,Netflix
T000739,ACC00292,2024-02-12,Transfer,9238,Online,Uber
T000740,ACC00631,2025-02-27,Transfer,487,Online,Amazon
T000741,ACC00383,2024-01-16,Payment,8916,POS,Uber
T000742,ACC00017,2023-11-16,Payment,9878,ATM,Shell
T000743,ACC00493,2024-02-21,Withdrawal,2172,POS,Apple
T000744,ACC00331,2024-09-03,Payment,518,POS,Amazon
T000745,ACC00739,2025-04-12,Transfer,7329,ATM,Hospital
T000746,ACC00486,2023-09-06,Payment,391,Online,LocalStore
T000747,ACC00406,2024-02-21,Deposit,9382,ATM,Netflix
T000748,ACC00117,2024-02-20,Transfer,1855,ATM,Walmart
T000749,ACC00555,2024-11-29,Withdrawal,7310,ATM,Target
T000750,ACC00115,2023-09-17,Withdrawal,9920,ATM,Apple
T000751,ACC00795,2025-01-20,Payment,9302,Online,Target
T000752,ACC00549,2025-07-16,Transfer,8919,POS,Target
T000753,ACC00625,2025-07-30,Withdrawal,7727,Branch,Airbnb
T000754,ACC00547,2025-05-12,Withdrawal,8519,Online,Target
T000755,ACC00644,2025-01-24,Transfer,4639,ATM,Target
T000756,ACC00336,2025-03-04,Transfer,5714,POS,Airbnb
T000757,ACC00336,2025-02-08,Withdrawal,1786,POS,Airbnb
T000758,ACC00740,2023-10-14,Payment,8113,ATM,LocalStore
T000759,ACC00147,2024-01-19,Payment,2294,Online,Amazon
T000760,ACC00122,2024-03-21,Payment,1254,ATM,Amazon
T000761,ACC00081,2024-12-03,Deposit,1343,POS,LocalStore
T000762,ACC00685,2025-04-22,Transfer,3679,POS,Airbnb
T000763,ACC00666,2025-04-29,Withdrawal,1210,Online,Uber
T000764,ACC00662,2024-03-22,Deposit,1804,Branch,Walmart
T000765,ACC00375,2025-04-30,Payment,6191,ATM,LocalStore
T000766,ACC00570,2025-06-04,Deposit,1464,Branch,Netflix
T000767,ACC00063,2024-02-29,Withdrawal,1943,POS,LocalStore
T000768,ACC00504,2024-03-18,Withdrawal,756,Branch,Airbnb
T000769,ACC00668,2024-08-31,Transfer,7380,ATM,Uber
T000770,ACC00449,2024-10-27,Payment,9042,ATM,Apple
T000771,ACC00428,2024-03-11,Payment,7983,POS,Airbnb
T000772,ACC00427,2024-06-18,Deposit,6837,Online,Shell
T000773,ACC00421,2024-08-11,Payment,9290,Online,Shell
T000774,ACC00322,2025-04-20,Deposit,802,POS,Walmart
T000775,ACC00680,2024-02-23,Withdrawal,6937,ATM,Airbnb
T000776,ACC00166,2024-08-16,Withdrawal,1277,Online,Hospital
T000777,ACC00597,2024-03-18,Withdrawal,9752,Branch,Shell
T000778,ACC00649,2025-03-04,Withdrawal,6379,POS,Target
T000779,ACC00461,2024-02-23,Withdrawal,2700,Branch,Apple
T000780,ACC00459,2024-03-24,Deposit,7884,ATM,Target
T000781,ACC00189,2025-04-09,Withdrawal,302,Online,Netflix
T000782,ACC00464,2024-07-02,Deposit,6874,ATM,Walmart
T000783,ACC00379,2025-03-03,Withdrawal,4032,Branch,Netflix
T000784,ACC00002,2023-11-17,Deposit,9606,ATM,Netflix
T000785,ACC00618,2025-05-19,Deposit,1658,ATM,Shell
T000786,ACC00364,2025-03-21,Deposit,5181,POS,Airbnb
T000787,ACC00072,2023-09-23,Payment,9599,POS,Amazon
T000788,ACC00427,2024-01-17,Deposit,1703,ATM,Shell
T000789,ACC00638,2023-12-26,Deposit,6720,POS,LocalStore
T000790,ACC00170,2025-08-21,Withdrawal,1047,ATM,Amazon
T000791,ACC00205,2023-12-08,Deposit,3862,Branch,Airbnb
T000792,ACC00337,2025-01-30,Deposit,5469,POS,Netflix
T000793,ACC00472,2024-03-15,Transfer,9764,ATM,Uber
T000794,ACC00195,2023-11-30,Payment,9314,POS,Walmart
T000795,ACC00670,2025-08-13,Transfer,7058,ATM,Airbnb
T000796,ACC00653,2024-09-14,Withdrawal,6194,POS,Uber
T000797,ACC00275,2023-10-13,Payment,9493,Online,Apple
T000798,ACC00007,2023-11-15,Payment,1171,ATM,Netflix
T000799,ACC00566,2024-12-02,Transfer,1039,Online,Target
T000800,ACC00616,2024-11-27,Payment,988,ATM,LocalStore
T000801,ACC00573,2024-07-30,Transfer,8719,Online,Uber
T000802,ACC00599,2023-12-17,Deposit,8984,ATM,Airbnb
T000803,ACC00770,2023-11-05,Transfer,5139,POS,Target
T000804,ACC00178,2024-08-04,Payment,147,Online,Shell
T000805,ACC00242,2024-01-22,Payment,8955,POS,Apple
T000806,ACC00203,2025-06-06,Withdrawal,4818,ATM,Apple
T000807,ACC00543,2025-07-27,Withdrawal,2465,POS,Shell
T000808,ACC00462,2023-08-25,Withdrawal,7402,ATM,Apple
T000809,ACC00080,2024-09-02,Withdrawal,8781,POS,Target
T000810,ACC00523,2025-03-12,Payment,3276,Online,Target
T000811,ACC00417,2024-07-28,Withdrawal,4659,ATM,Walmart
T000812,ACC00766,2023-10-25,Transfer,8597,POS,Amazon
T000813,ACC00384,2025-01-01,Deposit,5263,ATM,Airbnb
T000814,ACC00391,2024-07-23,Payment,5438,ATM,Uber
T000815,ACC00799,2024-11-12,Withdrawal,5995,ATM,Walmart
T000816,ACC00688,2023-12-10,Payment,2599,Branch,Amazon
T000817,ACC00126,2024-08-12,Withdrawal,7186,ATM,Target
T000818,ACC00494,2023-08-24,Payment,3044,POS,Netflix
T000819,ACC00047,2024-04-13,Withdrawal,179,Branch,Walmart
T000820,ACC00718,2023-12-14,Deposit,3249,POS,Hospital
T000821,ACC00476,2024-04-15,Withdrawal,3425,Branch,Apple
